Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,0.1784066,0.912167,0.6638806,0.1783974,0.9121768,0.6638697,-0.005987071,-0.3645997,-0.08237846,0.9274939,0.0182299,0.2992082,0.02823192,0.9535959,1655117687385,1655117551605
1,1,0.1784064,0.9121673,0.6638806,0.1783974,0.9121768,0.6638697,-0.005990882,-0.364604,-0.0823723,0.9274928,0.0182299,0.2992082,0.02823192,0.9535959,1655117687425,1655117551639
2,2,0.1784068,0.9121667,0.6638803,0.1783984,0.9121767,0.6638598,-0.005991815,-0.3645945,-0.08238468,0.9274954,0.0182299,0.2992082,0.02823192,0.9535959,1655117687466,1655117551687
3,3,0.1784073,0.9121667,0.6638791,0.1784183,0.9121767,0.6638616,-0.006000423,-0.3645684,-0.0823858,0.9275055,0.01823564,0.2990175,0.02822828,0.9536557,1655117687522,1655117551737
4,4,0.1785368,0.9121534,0.6639466,0.1786029,0.9121781,0.6639287,-0.004990165,-0.3630987,-0.08215301,0.9281085,0.01822561,0.298443,0.02815214,0.9538381,1655117687563,1655117551789
5,5,0.1792043,0.91208,0.6643338,0.1790917,0.9121228,0.6641853,-0.005323694,-0.3600063,-0.08229068,0.9292983,0.01813911,0.2966764,0.02806121,0.9543934,1655117687618,1655117551839
6,6,0.1809054,0.9116623,0.6656882,0.1800464,0.9119658,0.6649483,-0.006424801,-0.3529444,-0.08306645,0.9319276,0.01779209,0.2933751,0.02776316,0.9554286,1655117687674,1655117551891
7,7,0.1825758,0.9114799,0.6668779,0.1816457,0.9117047,0.666023,-0.006737087,-0.3474797,-0.08289265,0.9339921,0.01751825,0.2881072,0.02738565,0.9570463,1655117687715,1655117551940
8,8,0.1848229,0.9108751,0.6685358,0.1836403,0.9113801,0.6674966,-0.007931675,-0.3395425,-0.08420765,0.9367802,0.01692384,0.2815301,0.02679572,0.959029,1655117687771,1655117551992
9,9,0.1877473,0.9104685,0.6701529,0.1859011,0.9110185,0.6691357,-0.009692904,-0.3297293,-0.08352587,0.9403234,0.01625125,0.2741213,0.02616531,0.9612019,1655117687827,1655117552042
10,10,0.1898105,0.9101898,0.6715448,0.1882306,0.9106472,0.6707914,-0.009905896,-0.3248216,-0.08436119,0.9419533,0.01572162,0.2662639,0.02559257,0.9634322,1655117687868,1655117552095
11,11,0.1921183,0.9097425,0.6730535,0.1905673,0.9102964,0.6724775,-0.01132981,-0.3158085,-0.08463968,0.9449723,0.01506527,0.2586786,0.02504724,0.9655212,1655117687924,1655117552144
12,12,0.1945838,0.9093449,0.6746119,0.1928,0.9099544,0.6740937,-0.01254715,-0.306016,-0.08418197,0.9482142,0.01462705,0.250931,0.02448499,0.9675847,1655117687980,1655117552196
13,13,0.1965316,0.9090869,0.6758931,0.1950526,0.9096225,0.6757116,-0.01355579,-0.3001822,-0.08420222,0.9500616,0.0140404,0.2431167,0.02388123,0.9696014,1655117688021,1655117552245
14,14,0.1987413,0.9086286,0.6773955,0.1974037,0.9092627,0.6774594,-0.01433325,-0.2922752,-0.08537884,0.9524076,0.01341379,0.2352843,0.0232251,0.9715565,1655117688076,1655117552295
15,15,0.2010024,0.9081337,0.679101,0.1995668,0.9089388,0.6789585,-0.01603449,-0.2824928,-0.08439451,0.9554152,0.01300366,0.2279263,0.02266568,0.9733278,1655117688132,1655117552346
16,16,0.2027528,0.9078072,0.6805636,0.2018239,0.9085578,0.6806377,-0.016767,-0.2764928,-0.0857458,0.9570362,0.01234363,0.2200659,0.02207825,0.975157,1655117688174,1655117552397
17,17,0.2050257,0.907636,0.6823388,0.204061,0.9081967,0.6823149,-0.01748339,-0.2694414,-0.08593863,0.9590153,0.01173335,0.2123855,0.02147257,0.9768796,1655117688229,1655117552447
18,18,0.2072399,0.9071758,0.6840004,0.2063344,0.9078363,0.6840355,-0.01926905,-0.2598631,-0.08610561,0.9616058,0.01102084,0.2045929,0.0208475,0.9785631,1655117688285,1655117552498
19,19,0.2091065,0.9070442,0.6852222,0.208643,0.9075051,0.6856987,-0.01937959,-0.2545348,-0.08681732,0.9629638,0.01051022,0.1965433,0.02024147,0.9802299,1655117688326,1655117552550
20,20,0.2113569,0.906675,0.6871031,0.2108866,0.907163,0.6873058,-0.02083182,-0.2446695,-0.08650097,0.9655157,0.009980738,0.1889715,0.01965025,0.9817352,1655117688382,1655117552599
21,21,0.2130151,0.9063448,0.6882457,0.2131427,0.9068221,0.6889945,-0.02149397,-0.2383627,-0.08724387,0.9670107,0.009448349,0.1810934,0.01906562,0.9832357,1655117688424,1655117552649
22,22,0.2153051,0.9058602,0.690048,0.2153419,0.9064506,0.6906481,-0.02307157,-0.2288088,-0.0866853,0.9693297,0.008870274,0.1733005,0.01843023,0.9846566,1655117688479,1655117552699
23,23,0.217716,0.9054402,0.6918821,0.217627,0.9060599,0.6923503,-0.02404259,-0.2197594,-0.08684698,0.9713833,0.00827904,0.1650049,0.01784942,0.9860965,1655117688535,1655117552750
24,24,0.219302,0.9051622,0.6930379,0.2199356,0.9057204,0.694124,-0.02498942,-0.2131649,-0.08708331,0.9728067,0.007728323,0.1573392,0.01724872,0.9873638,1655117688576,1655117552802
25,25,0.2215577,0.9045922,0.6948725,0.2221456,0.9053987,0.6957679,-0.02627033,-0.2034509,-0.08707209,0.9748518,0.00712274,0.1495151,0.01664463,0.9885938,1655117688632,1655117552851
26,26,0.2240436,0.9041392,0.6967738,0.2243492,0.9050281,0.6974823,-0.02713327,-0.1956253,-0.08814028,0.9763328,0.006569117,0.1416319,0.01601374,0.9897681,1655117688688,1655117552901
27,27,0.2256167,0.9037856,0.6982141,0.2265972,0.9046485,0.6992611,-0.02799072,-0.1898324,-0.0886367,0.9774066,0.005870059,0.1337866,0.01531079,0.9908746,1655117688729,1655117552950
28,28,0.2279951,0.9033973,0.6998156,0.228998,0.9043005,0.7011238,-0.02926126,-0.1809674,-0.08911451,0.9790062,0.00520891,0.1252408,0.01467592,0.9920042,1655117688785,1655117553006
29,29,0.230444,0.9030929,0.7016546,0.2313148,0.9039896,0.7028076,-0.03058719,-0.1711104,-0.08829495,0.9808108,0.004675493,0.1172835,0.01408729,0.9929876,1655117688840,1655117553055
30,30,0.2320914,0.902859,0.7029959,0.233607,0.9036794,0.7045392,-0.03111732,-0.1639889,-0.0883472,0.9820052,0.004192531,0.109269,0.01346892,0.9939121,1655117688882,1655117553107
31,31,0.23432,0.9023103,0.7049563,0.2358478,0.9033093,0.7062871,-0.03255369,-0.1545442,-0.08839809,0.9834847,0.003601268,0.1012963,0.0128403,0.994767,1655117688937,1655117553156
32,32,0.2368914,0.9018612,0.7070538,0.2380568,0.9029095,0.7080526,-0.03333213,-0.1469216,-0.0889545,0.9845761,0.002956554,0.0928691,0.01221144,0.9955992,1655117688993,1655117553207
33,33,0.2384591,0.9016001,0.7085704,0.2403672,0.9025413,0.7099174,-0.03408959,-0.1395785,-0.08926477,0.98559,0.002352595,0.0850331,0.01155546,0.9963084,1655117689034,1655117553257
34,34,0.2408958,0.9011944,0.7103646,0.242653,0.9022222,0.7117189,-0.03566165,-0.1293567,-0.08847187,0.9869995,0.001642361,0.07699217,0.01089263,0.9969709,1655117689090,1655117553308
35,35,0.2432761,0.900739,0.7124763,0.2448792,0.9018628,0.7135155,-0.03706439,-0.1197608,-0.08890151,0.9881195,0.001030192,0.06874722,0.01020831,0.9975814,1655117689146,1655117553357
36,36,0.2451526,0.9005077,0.7140856,0.2471913,0.9015143,0.7153601,-0.03767646,-0.112973,-0.08871187,0.9889124,0.0004396588,0.06065035,0.009641349,0.9981124,1655117689188,1655117553409
37,37,0.2474402,0.8999417,0.7159668,0.2494909,0.9011446,0.7171234,-0.03877976,-0.1041283,-0.08919117,0.9897972,-8.624792E-05,0.05224848,0.008943379,0.998594,1655117689243,1655117553457
38,38,0.2493262,0.8995602,0.7174909,0.2518927,0.9007764,0.7189765,-0.03981955,-0.09660712,-0.08892979,0.9905418,-0.000638783,0.04404487,0.008353978,0.9989945,1655117689285,1655117553511
39,39,0.2517263,0.8993054,0.719568,0.2541912,0.9004284,0.7208599,-0.04059156,-0.08736469,-0.0893664,0.9913291,-0.001249447,0.03568862,0.007768154,0.9993321,1655117689340,1655117553560
40,40,0.2540789,0.8987415,0.7216933,0.2564698,0.9000904,0.7227414,-0.04220004,-0.07677421,-0.08921786,0.9921517,-0.001909152,0.02752878,0.00708735,0.9995941,1655117689396,1655117553610
41,41,0.2565655,0.8982779,0.7238345,0.2587566,0.8997027,0.7246444,-0.04302998,-0.06814148,-0.08954318,0.9927171,-0.002620757,0.01881699,0.006364197,0.9997994,1655117689452,1655117553661
42,42,0.2578643,0.8981343,0.7247549,0.2612913,0.8993276,0.7266906,-0.04323597,-0.06521012,-0.09032171,0.9928345,-0.003290161,0.01010469,0.005609334,0.9999278,1655117689493,1655117553715
43,43,0.260773,0.8976985,0.7268921,0.2636088,0.8990283,0.7284747,-0.04489692,-0.05152695,-0.08972814,0.9936187,-0.003790453,0.00199531,0.005032212,0.9999783,1655117689549,1655117553765
44,44,0.2632808,0.8972394,0.7290446,0.2659617,0.8986514,0.7304237,-0.04600121,-0.0424793,-0.0904279,0.9939327,-0.004484758,-0.00661616,0.004299372,0.9999589,1655117689604,1655117553816
