Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,0.3364014,0.9150977,0.4164455,0.3356374,0.9152978,0.4152747,-0.01523248,-0.1299447,-0.06616306,0.989194,-0.01804401,-0.4872688,-0.02451843,-0.8727213,1655116188517,1655116052874
1,1,0.3364227,0.9150674,0.4164432,0.3356374,0.9152978,0.4152747,-0.01523238,-0.1300123,-0.06608919,0.98919,-0.01804401,-0.4872688,-0.02451843,-0.8727213,1655116188543,1655116052910
2,2,0.3364403,0.9150518,0.4164323,0.3356374,0.9152978,0.4152747,-0.01523905,-0.1300156,-0.06600438,0.9891952,-0.01804401,-0.4872688,-0.02451843,-0.8727213,1655116188584,1655116052961
3,3,0.3364956,0.9150671,0.4164138,0.3356818,0.9152886,0.4152813,-0.01522198,-0.1298091,-0.0657979,0.9892364,-0.01799992,-0.4870937,-0.02450544,-0.8728203,1655116188639,1655116053010
4,4,0.336865,0.9148775,0.4165464,0.3359195,0.9152337,0.4153624,-0.01565187,-0.1288157,-0.06580896,0.9893587,-0.01786979,-0.4864815,-0.0244647,-0.8731655,1655116188695,1655116053064
5,5,0.3376476,0.9145719,0.4168033,0.3365283,0.915077,0.4155769,-0.01658327,-0.126063,-0.06601613,0.9896843,-0.0175022,-0.4849094,-0.02445665,-0.8740473,1655116188736,1655116053112
6,6,0.3399647,0.9141606,0.4170854,0.3377422,0.9148111,0.4159002,-0.01797971,-0.1186374,-0.0661935,0.9905657,-0.01706229,-0.4816223,-0.02424186,-0.8758775,1655116188792,1655116053164
7,7,0.3425766,0.9139562,0.4175172,0.3397301,0.9146073,0.4162724,-0.01927136,-0.1120154,-0.06734957,0.9912342,-0.0166744,-0.4767022,-0.02395085,-0.8785803,1655116188847,1655116053214
8,8,0.3446636,0.913799,0.4179546,0.3422393,0.9144033,0.4167571,-0.02076209,-0.1042056,-0.06656917,0.9921082,-0.01610306,-0.4702614,-0.02344751,-0.8820687,1655116188889,1655116053265
9,9,0.347852,0.9134371,0.4186044,0.3448535,0.9141515,0.4172717,-0.02178662,-0.09722865,-0.06753287,0.9927292,-0.01552413,-0.463531,-0.02299818,-0.8856462,1655116188945,1655116053315
10,10,0.349996,0.9132046,0.4191799,0.3476076,0.9138331,0.4178579,-0.02300203,-0.08999933,-0.06691504,0.9934251,-0.01493055,-0.4565094,-0.02265337,-0.8893049,1655116188986,1655116053366
11,11,0.3525898,0.9129232,0.4197075,0.3504342,0.9135265,0.4184726,-0.02371539,-0.08117197,-0.06695534,0.9941658,-0.0142421,-0.4494117,-0.02225453,-0.892934,1655116189042,1655116053417
12,12,0.3551782,0.9125432,0.4202386,0.3531279,0.9132454,0.4189723,-0.02472444,-0.07212382,-0.06751782,0.9948006,-0.01375809,-0.4423739,-0.02179813,-0.8964602,1655116189098,1655116053467
13,13,0.3571515,0.9124109,0.420626,0.3558852,0.9129174,0.4195682,-0.0257726,-0.0654312,-0.06759587,0.9952313,-0.01306386,-0.4349943,-0.02141914,-0.9000837,1655116189139,1655116053519
