Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,-0.07911392,0.9171791,0.5101591,-0.07984292,0.9164145,0.5118735,0.04289408,0.3737546,0.06273578,-0.9244089,0.02720086,0.2661386,0.03164235,0.9630312,1655125202499,1655125067899
1,1,-0.07912419,0.9172037,0.5100394,-0.07984132,0.9164146,0.5118636,0.04291533,0.3737296,0.06271327,-0.9244196,0.02724623,0.2661389,0.03166312,0.9630291,1655125202527,1655125067935
2,2,-0.07914809,0.9171714,0.5099345,-0.07984132,0.9164146,0.5118636,0.04288238,0.3736263,0.06271116,-0.924463,0.02724623,0.2661389,0.03166312,0.9630291,1655125202581,1655125067985
3,3,-0.07919518,0.9170854,0.5098479,-0.07984132,0.9164146,0.5118636,0.04284095,0.3735425,0.06265165,-0.9245028,0.02724623,0.2661389,0.03166312,0.9630291,1655125202636,1655125068037
4,4,-0.07916281,0.9169808,0.5097823,-0.07984132,0.9164146,0.5118636,0.04282248,0.3734584,0.06262118,-0.9245397,0.02724623,0.2661389,0.03166312,0.9630291,1655125202691,1655125068085
5,5,-0.07912783,0.9169349,0.5098009,-0.07980343,0.9164145,0.5118799,0.04286984,0.3731275,0.06266695,-0.924668,0.02720875,0.2658978,0.03163552,0.9630977,1655125202733,1655125068136
6,6,-0.07881283,0.9168491,0.5101197,-0.07959896,0.916394,0.5119938,0.04300809,0.3718784,0.06282536,-0.9251539,0.0271623,0.2651734,0.03152826,0.9633023,1655125202789,1655125068186
7,7,-0.07819272,0.9165279,0.5109665,-0.07912111,0.9162015,0.5124849,0.04363804,0.3691518,0.06328452,-0.9261845,0.02695223,0.2632443,0.03135014,0.9638429,1655125202831,1655125068235
8,8,-0.07620191,0.9163776,0.5125259,-0.07802165,0.9160174,0.5133298,0.04450054,0.3626994,0.06391592,-0.9286461,0.0266892,0.2593342,0.03101125,0.9649206,1655125202886,1655125068286
9,9,-0.07403605,0.916119,0.5144623,-0.07635593,0.915791,0.5146202,0.04559932,0.3547082,0.06460493,-0.9316271,0.0264093,0.2536299,0.03053999,0.9664584,1655125202942,1655125068338
10,10,-0.07231512,0.915778,0.515988,-0.07433824,0.915473,0.5162403,0.04604277,0.3500187,0.06603198,-0.9332774,0.02594873,0.2468486,0.0298993,0.9682451,1655125202984,1655125068388
11,11,-0.0696952,0.9154025,0.5177045,-0.07216386,0.9151246,0.5179564,0.04761441,0.339975,0.06609166,-0.9369001,0.02548014,0.2391801,0.02917808,0.9702022,1655125203040,1655125068438
12,12,-0.0674239,0.9149963,0.5196103,-0.06994803,0.9147259,0.5197296,0.04888663,0.3316891,0.0669288,-0.9397409,0.02495863,0.2313987,0.02844459,0.9721228,1655125203096,1655125068490
13,13,-0.06598318,0.9146162,0.5208853,-0.06776152,0.9143468,0.521559,0.04997578,0.3253794,0.06811819,-0.9418018,0.02446412,0.2232626,0.02777776,0.9740553,1655125203137,1655125068540
