06/04/2022 11:49:10, File Created!
06/04/2022 11:49:10:205, 7, idle
06/04/2022 11:49:10:475, 5, idle
06/04/2022 11:49:10:746, 4, idle
06/04/2022 11:49:11:016, 3, idle
06/04/2022 11:49:11:288, 3, idle
06/04/2022 11:49:11:560, 5, idle
06/04/2022 11:49:11:828, 2, idle
06/04/2022 11:49:12:099, 3, idle
06/04/2022 11:49:12:371, 5, idle
06/04/2022 11:49:12:640, 3, idle
06/04/2022 11:49:12:914, 4, idle
06/04/2022 11:49:13:185, 5, idle
06/04/2022 11:49:13:456, 5, idle
06/04/2022 11:49:13:726, 3, idle
06/04/2022 11:49:13:998, 4, creating_exercise
06/04/2022 11:49:14:271, 7, creating_exercise
06/04/2022 11:49:14:545, 6, creating_exercise
06/04/2022 11:49:14:812, 3, creating_exercise
06/04/2022 11:49:15:089, 10, creating_exercise
06/04/2022 11:49:15:353, 3, creating_exercise
06/04/2022 11:49:15:626, 5, creating_exercise
06/04/2022 11:49:15:895, 4, creating_exercise
06/04/2022 11:49:16:165, 3, creating_exercise
06/04/2022 11:49:16:439, 5, creating_exercise
06/04/2022 11:49:16:709, 5, creating_exercise
06/04/2022 11:49:16:979, 4, creating_exercise
06/04/2022 11:49:17:249, 4, creating_exercise
06/04/2022 11:49:17:522, 4, idle
06/04/2022 11:49:17:796, 8, idle
06/04/2022 11:49:18:069, 7, idle
06/04/2022 11:49:18:339, 4, creating_exercise
06/04/2022 11:49:18:611, 4, creating_exercise
06/04/2022 11:49:18:880, 3, creating_exercise
06/04/2022 11:49:19:155, 7, creating_exercise
06/04/2022 11:49:19:423, 5, creating_exercise
06/04/2022 11:49:19:692, 4, creating_exercise
06/04/2022 11:49:19:963, 4, creating_exercise
06/04/2022 11:49:20:234, 4, creating_exercise
06/04/2022 11:49:20:510, 9, creating_exercise
06/04/2022 11:49:20:779, 6, creating_exercise
06/04/2022 11:49:21:053, 6, idle
06/04/2022 11:49:21:323, 5, idle
06/04/2022 11:49:21:595, 4, idle
06/04/2022 11:49:21:866, 5, idle
06/04/2022 11:49:22:149, 17, idle
06/04/2022 11:49:22:405, 3, idle
06/04/2022 11:49:22:679, 4, idle
06/04/2022 11:49:22:950, 4, idle
06/04/2022 11:49:23:221, 4, idle
06/04/2022 11:49:23:492, 5, idle
06/04/2022 11:49:23:762, 5, idle
06/04/2022 11:49:24:035, 7, idle
06/04/2022 11:49:24:304, 4, idle
06/04/2022 11:49:24:575, 4, idle
06/04/2022 11:49:24:848, 5, idle
06/04/2022 11:49:25:179, 66, repeating_exercise
06/04/2022 11:49:25:392, 7, repeating_exercise
06/04/2022 11:49:25:659, 2, repeating_exercise
06/04/2022 11:49:25:935, 7, repeating_exercise
06/04/2022 11:49:26:202, 4, repeating_exercise
06/04/2022 11:49:26:473, 5, repeating_exercise
06/04/2022 11:49:26:747, 7, repeating_exercise
06/04/2022 11:49:27:014, 4, repeating_exercise
06/04/2022 11:49:27:287, 6, repeating_exercise
06/04/2022 11:49:27:558, 5, repeating_exercise
06/04/2022 11:49:27:830, 7, repeating_exercise
06/04/2022 11:49:28:097, 4, repeating_exercise
06/04/2022 11:49:28:366, 2, repeating_exercise
06/04/2022 11:49:28:641, 6, repeating_exercise
06/04/2022 11:49:28:909, 3, repeating_exercise
06/04/2022 11:49:29:180, 3, repeating_exercise
06/04/2022 11:49:29:501, 52, repeating_exercise
06/04/2022 11:49:29:724, 4, repeating_exercise
06/04/2022 11:49:29:997, 5, repeating_exercise
06/04/2022 11:49:30:265, 3, repeating_exercise
06/04/2022 11:49:30:537, 4, repeating_exercise
06/04/2022 11:49:30:809, 4, repeating_exercise
06/04/2022 11:49:31:078, 3, repeating_exercise
06/04/2022 11:49:31:349, 3, repeating_exercise
06/04/2022 11:49:31:620, 4, repeating_exercise
06/04/2022 11:49:31:891, 4, repeating_exercise
06/04/2022 11:49:32:160, 2, repeating_exercise
06/04/2022 11:49:32:433, 5, repeating_exercise
06/04/2022 11:49:32:811, 110, repeating_exercise
06/04/2022 11:49:33:004, 32, repeating_exercise
06/04/2022 11:49:33:299, 57, repeating_exercise
06/04/2022 11:49:33:519, 6, repeating_exercise
06/04/2022 11:49:33:788, 4, repeating_exercise
06/04/2022 11:49:34:062, 5, repeating_exercise
06/04/2022 11:49:34:333, 6, repeating_exercise
06/04/2022 11:49:34:603, 4, repeating_exercise
06/04/2022 11:49:34:874, 4, repeating_exercise
06/04/2022 11:49:35:146, 6, repeating_exercise
06/04/2022 11:49:35:416, 5, repeating_exercise
06/04/2022 11:49:35:688, 5, repeating_exercise
06/04/2022 11:49:35:957, 3, repeating_exercise
06/04/2022 11:49:36:229, 5, repeating_exercise
06/04/2022 11:49:36:498, 3, repeating_exercise
06/04/2022 11:49:36:769, 3, repeating_exercise
06/04/2022 11:49:37:040, 3, repeating_exercise
06/04/2022 11:49:37:311, 4, repeating_exercise
06/04/2022 11:49:37:583, 5, idle
06/04/2022 11:49:37:853, 3, idle
06/04/2022 11:49:38:125, 4, idle
06/04/2022 11:49:38:398, 6, idle
06/04/2022 11:49:38:669, 7, repeating_exercise
06/04/2022 11:49:38:937, 5, repeating_exercise
06/04/2022 11:49:39:210, 6, idle
06/04/2022 11:49:39:478, 3, idle
06/04/2022 11:49:39:756, 10, idle
06/04/2022 11:49:40:022, 3, idle
06/04/2022 11:49:40:292, 3, idle
06/04/2022 11:49:40:565, 6, idle
06/04/2022 11:49:40:844, 12, idle
06/04/2022 11:49:41:190, 87, idle
06/04/2022 11:49:41:381, 7, idle
06/04/2022 11:49:41:654, 8, idle
06/04/2022 11:49:41:937, 19, idle
06/04/2022 11:49:42:190, 2, idle
06/04/2022 11:49:42:461, 3, idle
06/04/2022 11:49:42:731, 2, idle
06/04/2022 11:49:43:006, 7, idle
06/04/2022 11:49:43:271, 2, idle
06/04/2022 11:49:43:543, 3, idle
06/04/2022 11:49:43:812, 2, idle
06/04/2022 11:49:44:085, 5, idle
06/04/2022 11:49:44:358, 6, idle
06/04/2022 11:49:44:626, 2, idle
06/04/2022 11:49:44:899, 4, idle
06/04/2022 11:49:45:168, 3, idle
06/04/2022 11:49:45:440, 5, idle
06/04/2022 11:49:45:709, 2, idle
06/04/2022 11:49:45:979, 2, idle
06/04/2022 11:49:46:254, 7, idle
06/04/2022 11:49:46:522, 2, idle
06/04/2022 11:49:46:799, 7, idle
06/04/2022 11:49:47:066, 4, idle
06/04/2022 11:49:47:337, 4, idle
06/04/2022 11:49:47:607, 4, idle
06/04/2022 11:49:47:877, 4, idle
06/04/2022 11:49:48:149, 5, idle
06/04/2022 11:49:48:420, 5, idle
06/04/2022 11:49:48:692, 6, idle
06/04/2022 11:49:48:962, 3, idle
06/04/2022 11:49:49:232, 3, idle
06/04/2022 11:49:49:504, 2, idle
06/04/2022 11:49:49:774, 2, idle
06/04/2022 11:49:50:044, 2, idle
06/04/2022 11:49:50:323, 9, idle
06/04/2022 11:49:50:593, 4, idle
06/04/2022 11:49:50:863, 3, idle
06/04/2022 11:49:51:137, 5, idle
06/04/2022 11:49:51:404, 2, idle
06/04/2022 11:49:51:677, 4, idle
06/04/2022 11:49:51:944, 1, idle
06/04/2022 11:49:52:219, 5, idle
06/04/2022 11:49:52:488, 4, idle
06/04/2022 11:49:52:756, 2, idle
06/04/2022 11:49:53:029, 4, idle
06/04/2022 11:49:53:299, 4, idle
06/04/2022 11:49:53:570, 3, idle
06/04/2022 11:49:53:842, 5, idle
06/04/2022 11:49:54:114, 6, idle
06/04/2022 11:49:54:383, 4, idle
06/04/2022 11:49:54:657, 6, idle
06/04/2022 11:49:54:927, 6, idle
06/04/2022 11:49:55:199, 7, idle
06/04/2022 11:49:55:467, 5, idle
06/04/2022 11:49:55:737, 4, idle
06/04/2022 11:49:56:007, 3, idle
06/04/2022 11:49:56:278, 4, idle
06/04/2022 11:49:56:548, 3, idle
06/04/2022 11:49:56:818, 3, idle
06/04/2022 11:49:57:088, 3, idle
06/04/2022 11:49:57:362, 4, idle
06/04/2022 11:49:57:632, 4, idle
06/04/2022 11:49:57:906, 8, idle
06/04/2022 11:49:58:173, 5, idle
06/04/2022 11:49:58:443, 4, idle
06/04/2022 11:49:58:715, 5, idle
