Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,1,0.1662571,0.8955973,1.168615,0.1738921,0.8968917,1.178497,-0.0347774,-0.2245768,-0.0964968,0.969043,-0.005896524,-0.2961206,-2.446771E-05,0.9551325,1654778697890,1654778569833
1,2,0.004453582,0.8955795,1.057319,0.008958668,0.896183,1.065393,-0.03584882,-0.2293512,-0.09583566,0.9679506,0.005904421,0.2961681,-2.574921E-05,-0.9551177,1654778699948,1654778571905
2,3,0.0890822,0.8933362,0.9369095,0.09381653,0.8944721,0.9416912,-0.03635008,-0.2331816,-0.09627228,0.9669729,0.005952135,0.2961681,-1.098216E-05,-0.9551174,1654778702148,1654778574091
3,4,0.2507735,0.8938613,1.047434,0.2587559,0.8952506,1.054786,-0.03544332,-0.2352522,-0.09713242,0.9664189,-0.005863592,-0.2961681,3.841519E-05,0.9551179,1654778703888,1654778575819
4,5,0.2579501,1.182951,1.064378,0.2597227,1.185241,1.051594,-0.03484115,-0.2356936,-0.09734032,0.9663123,0.005952135,0.2961681,-1.098216E-05,-0.9551174,1654778705935,1654778577848
5,6,0.1657969,1.183106,1.158201,0.1749124,1.186872,1.175245,-0.0335221,-0.2367769,-0.0969661,0.9661317,-0.005893186,-0.2962152,0.0001342148,0.9551032,1654778708357,1654778580262
6,7,0.004425084,1.18334,1.054868,0.01000469,1.186182,1.062086,-0.03388024,-0.2374833,-0.09593924,0.9660484,-0.005830705,-0.29612,0.0001006573,0.9551331,1654778710431,1654778582318
7,8,0.0898587,1.181342,0.9321651,0.0948208,1.184452,0.9383919,-0.03497155,-0.2374701,-0.09586158,0.9660205,0.005889609,0.2961683,2.203882E-05,-0.9551177,1654778712700,1654778584565
8,9,0.2509215,1.181293,1.04009,0.2596955,1.185151,1.051528,-0.03409316,-0.2378937,-0.0964532,0.9658887,0.00597018,0.2962163,9.903312E-05,-0.9551022,1654778714524,1654778586387
9,0,0.2508782,0.8942466,1.048277,0.258767,0.8953408,1.054804,-0.03415547,-0.2392201,-0.0959961,0.9656044,-0.005863592,-0.2961681,3.841519E-05,0.9551179,1654778716571,1654778588419
10,1,0.1654047,0.8958755,1.170279,0.1738556,0.8969122,1.178532,-0.03345467,-0.2404051,-0.0957289,0.9653612,0.005904377,0.2962158,-2.604723E-05,-0.9551029,1654778718757,1654778590588
11,2,0.003167915,0.896081,1.05684,0.00897257,0.8961829,1.065391,-0.03428927,-0.2416104,-0.09465472,0.9651369,-0.005911306,-0.2961681,2.357364E-05,0.9551177,1654778720831,1654778592645
12,3,0.08801734,0.8933582,0.936961,0.0938052,0.8944723,0.9417077,-0.03514304,-0.2427377,-0.09502535,0.9647868,0.005999833,0.2961203,4.142523E-06,-0.9551319,1654778723003,1654778594806
13,4,0.2508906,0.8935657,1.049173,0.2587475,0.8952206,1.054781,-0.03421855,-0.2427569,-0.09575298,0.9647433,-0.005863607,-0.2962158,3.868341E-05,0.9551032,1654778724743,1654778596546
14,5,0.2520243,1.18142,1.044059,0.2597283,1.185241,1.051586,-0.0341136,-0.2425995,-0.09603508,0.9647585,0.005952135,0.2961681,-1.098216E-05,-0.9551174,1654778726790,1654778598573
15,6,0.1663918,1.183674,1.16711,0.1748985,1.186882,1.175248,-0.0327627,-0.2435566,-0.09554602,0.9646128,-0.005893186,-0.2962152,0.0001342148,0.9551032,1654778729212,1654778600982
16,7,0.003876632,1.183829,1.05579,0.01001044,1.186212,1.062078,-0.03352894,-0.2440834,-0.09449765,0.9645565,-0.005830705,-0.29612,0.0001006573,0.9551331,1654778731287,1654778603037
17,8,0.08877837,1.18166,0.9336025,0.09484614,1.184491,0.9383724,-0.03446887,-0.2438896,-0.09436327,0.9645856,-0.005863592,-0.2961681,3.841519E-05,0.9551179,1654778733556,1654778605279
