Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,0.1363713,0.923526,1.071178,0.1354259,0.9248056,1.065182,0.006403596,-0.551249,-0.0633254,0.8319095,-0.008715525,0.06616113,0.03341521,0.9972112,1654783552612,1654783423868
1,1,0.136368,0.9235669,1.071054,0.1354259,0.9248056,1.065182,0.006404939,-0.5512444,-0.06333622,0.8319118,-0.008715525,0.06616113,0.03341521,0.9972112,1654783552653,1654783423905
2,2,0.1363759,0.9235957,1.070983,0.1354259,0.9248056,1.065182,0.0064074,-0.551233,-0.06332604,0.83192,-0.008715525,0.06616113,0.03341521,0.9972112,1654783552694,1654783423951
3,3,0.1363782,0.9236286,1.070877,0.1354343,0.9248059,1.065187,0.006395751,-0.5511303,-0.06336766,0.831985,-0.008682609,0.0660585,0.03337583,0.9972196,1654783552750,1654783424002
4,4,0.1364096,0.9236426,1.070898,0.1354741,0.9248186,1.065236,0.006434369,-0.5510107,-0.06351748,0.8320525,-0.008627571,0.0658493,0.03322755,0.997239,1654783552791,1654783424052
5,5,0.1365626,0.9238256,1.070994,0.135591,0.9249775,1.065397,0.006540804,-0.5503139,-0.06396966,0.832478,-0.008490898,0.06517458,0.03282288,0.9972978,1654783552847,1654783424103
6,6,0.1366604,0.9243253,1.07142,0.1357403,0.9252593,1.065799,0.006567237,-0.5486144,-0.06556746,0.8334747,-0.00833074,0.06387487,0.03199413,0.9974102,1654783552902,1654783424154
7,7,0.1370353,0.9253522,1.072429,0.1359344,0.9258256,1.066654,0.006909809,-0.5448321,-0.06804039,0.8357516,-0.008207992,0.06127356,0.03025836,0.9976285,1654783552958,1654783424207
8,8,0.1374438,0.9262464,1.073585,0.1363526,0.9266157,1.06776,0.007502121,-0.542192,-0.0703525,0.8372706,-0.007679611,0.05784577,0.02807225,0.9979013,1654783552999,1654783424256
9,9,0.1377329,0.9274717,1.074937,0.1368994,0.9276744,1.069207,0.0076017,-0.5353032,-0.07471154,0.841315,-0.007035747,0.05317011,0.02498063,0.9982482,1654783553055,1654783424307
10,10,0.1382527,0.9284317,1.076066,0.1374251,0.9287436,1.070854,0.009286996,-0.5332847,-0.07829621,0.8422534,-0.006468102,0.04829571,0.02178597,0.9985746,1654783553097,1654783424358
11,11,0.1387759,0.9298913,1.077518,0.1380236,0.9299047,1.072531,0.008811181,-0.5283551,-0.08180837,0.845027,-0.005809277,0.04306805,0.01842444,0.9988854,1654783553152,1654783424408
12,12,0.1391505,0.9309637,1.07873,0.138624,0.9311314,1.074312,0.009329856,-0.523082,-0.08588766,0.8478924,-0.005072035,0.03793782,0.01489158,0.9991562,1654783553208,1654783424460
13,13,0.1398304,0.9321855,1.080122,0.1391609,0.9323484,1.076101,0.009739271,-0.5197452,-0.08904139,0.8496128,-0.004489399,0.03246374,0.011268,0.9993993,1654783553264,1654783424514
14,14,0.1404137,0.9332931,1.081113,0.1397165,0.9334462,1.077718,0.01009659,-0.5151376,-0.09199914,0.852096,-0.003923334,0.02746138,0.007955343,0.9995836,1654783553306,1654783424563
15,15,0.1408656,0.9344633,1.082313,0.1403547,0.9346398,1.079443,0.0101992,-0.5089751,-0.09557051,0.8553985,-0.003193773,0.02220854,0.004527658,0.9997381,1654783553362,1654783424613
16,16,0.1413953,0.935365,1.083516,0.1409316,0.9358026,1.081153,0.009937778,-0.5059575,-0.0999056,0.8566955,-0.002526715,0.01691557,0.001134172,0.9998531,1654783553403,1654783424665
17,17,0.1418803,0.9367379,1.085036,0.1415115,0.937066,1.082872,0.01187849,-0.5014138,-0.1027838,0.8589986,-0.001799077,0.01162019,-0.002502516,0.9999278,1654783553459,1654783424715
18,18,0.1420186,0.9379345,1.086151,0.1421228,0.9382619,1.084639,0.0119927,-0.4964708,-0.107705,0.8612622,-0.001201376,0.006593868,-0.005910382,0.9999601,1654783553515,1654783424767
19,19,0.142405,0.9387895,1.087245,0.1427034,0.9394673,1.086397,0.01303062,-0.4924298,-0.1108892,0.8631608,-0.0005322173,0.001218185,-0.009492308,0.999954,1654783553557,1654783424817
