Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,8,0.1010838,1.195893,0.9317819,0.1013038,1.194893,0.9327434,-0.04169336,-0.2366441,-0.0935217,0.9661858,-0.02464241,-0.2794816,0.005460069,0.9598193,1654780600370,1654780471832
1,9,0.2650205,1.197528,1.041788,0.2699997,1.199684,1.039976,-0.04126082,-0.2366843,-0.09432368,0.9661165,0.02470312,0.2795326,-0.005339384,-0.9598036,1654780602205,1654780473660
2,0,0.2624479,0.9101656,1.045864,0.2690976,0.9102043,1.054601,-0.04175639,-0.2375495,-0.09389625,0.9659245,-0.02464294,-0.2793856,0.00545758,0.9598472,1654780604251,1654780475701
3,1,0.1794173,0.9133161,1.169783,0.1885337,0.9167396,1.181056,-0.04117189,-0.2378408,-0.09384611,0.9658828,0.02473132,0.279482,-0.005434141,-0.959817,1654780606451,1654780477890
4,2,0.01637091,0.9118797,1.060886,0.01981299,0.9118903,1.073846,-0.04214254,-0.2385267,-0.09287608,0.9657655,0.02473162,0.2794342,-0.005432919,-0.959831,1654780608511,1654780479945
5,3,0.09956724,0.9079258,0.9380288,0.1003482,0.9052737,0.9473659,-0.04289927,-0.2390743,-0.09318831,0.9655668,-0.02464269,-0.2794337,0.005458862,0.9598333,1654780610684,1654780482116
6,4,0.262972,0.9098861,1.047507,0.2690911,0.910123,1.054577,-0.04214508,-0.2391333,-0.09401926,0.9655048,-0.02464241,-0.2794816,0.005460069,0.9598193,1654780612424,1654780483852
7,5,0.2640178,1.197227,1.039353,0.2700237,1.199757,1.040046,-0.04215668,-0.2386943,-0.09427029,0.9655885,0.02477959,0.2794344,-0.005418971,-0.9598298,1654780614470,1654780485889
8,6,0.1810181,1.200797,1.164132,0.1895445,1.206378,1.16642,-0.04100241,-0.2390919,-0.09410352,0.965556,0.02469741,0.2794806,-0.0054961,-0.959818,1654780616892,1654780488302
9,7,0.01710789,1.199816,1.055343,0.02082603,1.201508,1.059189,-0.04184438,-0.2395607,-0.09336162,0.9654757,-0.02465692,-0.2793843,0.005505592,0.959847,1654780618953,1654780490370
10,8,0.1011775,1.196081,0.9340641,0.1013038,1.194893,0.9327434,-0.04280407,-0.2390079,-0.09356955,0.9655505,-0.02464269,-0.2794337,0.005458862,0.9598333,1654780621236,1654780492664
11,9,0.2645647,1.197566,1.040991,0.2700051,1.199693,1.039967,-0.04235036,-0.2388001,-0.09425083,0.9655557,0.02471736,0.2794833,-0.005386174,-0.9598173,1654780623088,1654780494501
