Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,0.1355377,0.9241022,1.073625,0.134363,0.925652,1.066649,0.005625557,-0.5577089,-0.06152892,0.8277339,-0.02300788,0.06630854,0.03256176,0.9970022,1654781957840,1654781829112
1,1,0.1355351,0.9240854,1.073632,0.134363,0.925652,1.066649,0.005629319,-0.5576905,-0.06153243,0.827746,-0.02300788,0.06630854,0.03256176,0.9970022,1654781957867,1654781829147
2,2,0.1355283,0.9240713,1.073647,0.134363,0.925652,1.066649,0.00563002,-0.5576705,-0.0615513,0.827758,-0.02300788,0.06630854,0.03256176,0.9970022,1654781957922,1654781829198
3,3,0.1355311,0.924064,1.073623,0.1343684,0.9256513,1.066641,0.00560629,-0.5576681,-0.0616141,0.8277551,-0.02297668,0.0662552,0.03252277,0.9970077,1654781957977,1654781829249
4,4,0.1355306,0.9240605,1.073556,0.1343761,0.9256288,1.066612,0.005621818,-0.5575448,-0.06170219,0.8278316,-0.022953,0.06609714,0.03241642,0.9970223,1654781958018,1654781829301
5,5,0.1356023,0.924035,1.073458,0.1344277,0.925584,1.066553,0.00571239,-0.5572534,-0.06208358,0.8279987,-0.02284678,0.06577407,0.03212342,0.9970555,1654781958075,1654781829353
6,6,0.1357813,0.9239022,1.073127,0.1345494,0.9254804,1.06639,0.006097432,-0.5561348,-0.06331696,0.8286542,-0.02260369,0.06495661,0.0312513,0.9971424,1654781958129,1654781829405
7,7,0.1362208,0.9237643,1.072255,0.1347821,0.9252746,1.06608,0.006601,-0.5543797,-0.0652939,0.8296724,-0.02217679,0.06334811,0.0298354,0.9972989,1654781958185,1654781829457
8,8,0.1365808,0.9234199,1.071309,0.1351389,0.9249635,1.065583,0.007558149,-0.5522416,-0.06858346,0.830824,-0.02145713,0.06086852,0.02746445,0.9975371,1654781958227,1654781829507
9,9,0.1374249,0.9229498,1.069493,0.1355659,0.924494,1.064991,0.008990021,-0.5479014,-0.07359688,0.8332507,-0.02065321,0.05726437,0.02399366,0.997857,1654781958283,1654781829559
10,10,0.1379031,0.9226056,1.067722,0.1361698,0.9239797,1.064217,0.01028119,-0.5451474,-0.07825989,0.8346162,-0.01960442,0.05302423,0.01991449,0.9982021,1654781958324,1654781829609
11,11,0.1383795,0.922225,1.064631,0.1369123,0.9233229,1.063294,0.01085956,-0.5380929,-0.08261123,0.8387572,-0.01819582,0.04804428,0.01513071,0.9985648,1654781958381,1654781829659
12,12,0.1391708,0.9218093,1.0622,0.1376157,0.9227348,1.062352,0.01291894,-0.5352919,-0.08940191,0.8398232,-0.01683784,0.0432881,0.01050931,0.9988655,1654781958436,1654781829710
13,13,0.1396341,0.9213648,1.060926,0.1382969,0.9220767,1.061413,0.01372881,-0.5316455,-0.09303088,0.8417303,-0.01556935,0.03828028,0.005601019,0.99913,1654781958478,1654781829761
14,14,0.1405869,0.9207497,1.059615,0.1390155,0.9214345,1.060545,0.01534564,-0.5272055,-0.09821195,0.8439036,-0.01434911,0.03319712,0.0008613914,0.9993455,1654781958534,1654781829812
15,15,0.1412521,0.920251,1.058039,0.1397226,0.9208304,1.059655,0.01635681,-0.5223601,-0.104391,0.846153,-0.01326947,0.02822497,-0.004017696,0.9995055,1654781958590,1654781829862
16,16,0.1419231,0.9198522,1.056828,0.1404759,0.9202321,1.05871,0.01768534,-0.5184237,-0.1079735,0.8480955,-0.01187652,0.02305852,-0.008902594,0.999624,1654781958631,1654781829914
17,17,0.1426215,0.9193299,1.0552,0.1412021,0.919697,1.057802,0.01765993,-0.5136955,-0.1142952,0.8501422,-0.01052778,0.01816396,-0.01362415,0.9996868,1654781958687,1654781829963
18,18,0.1434889,0.9191012,1.054108,0.1419829,0.9191679,1.056846,0.02024581,-0.5094216,-0.1169452,0.8522931,-0.009267576,0.01312713,-0.01856491,0.9996985,1654781958729,1654781830015
19,19,0.144096,0.9183912,1.052708,0.1427898,0.9185535,1.055949,0.0218327,-0.5054759,-0.1232999,0.8537064,-0.007987477,0.008003548,-0.02353165,0.9996591,1654781958784,1654781830065
20,20,0.1450599,0.9178298,1.051176,0.143569,0.9179595,1.055056,0.02183376,-0.4992841,-0.1282895,0.8566099,-0.006764978,0.002641454,-0.02868958,0.999562,1654781958840,1654781830117
21,21,0.145567,0.9173164,1.049263,0.1443805,0.9173513,1.054114,0.02317922,-0.493414,-0.1346154,0.8590018,-0.005418181,-0.00245735,-0.03375363,0.9994125,1654781958895,1654781830169
