Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,7,0.1500909,0.9190542,1.144327,0.153014,0.9200428,1.157562,0.02834705,-0.2005243,-0.2933407,0.9343113,0.04500338,-0.2879353,-0.2034904,0.9346976,1654779634359,1654779505368
1,7,0.04701201,0.9193505,1.081604,0.05112188,0.9220552,1.089209,-0.115234,-0.2342977,0.1116487,0.9588328,-0.08088329,-0.2798969,0.210668,0.9331318,1654779638047,1654779509078
2,7,0.07997565,0.902144,0.9764204,0.08052599,0.9093017,0.9770133,-0.2454755,-0.2334702,-0.1624815,0.9267326,0.2250642,0.2846493,0.05933487,-0.9299465,1654779641109,1654779512127
3,7,0.2811753,0.9286072,1.013116,0.2898309,0.9229763,1.023569,0.158697,-0.2096866,-0.01865758,0.9646236,0.1891151,-0.2830743,0.06663127,0.9379045,1654779643907,1654779514920
4,7,0.2654417,1.195763,1.040293,0.2700137,1.199067,1.044255,-0.04384548,-0.2268249,-0.09349058,0.968446,0.01852141,0.2907874,-0.003683507,-0.9566015,1654779646957,1654779517948
5,7,0.1597927,1.196297,1.194362,0.1642193,1.207598,1.201981,-0.24367,-0.2350806,-0.1640331,0.9265286,0.225146,0.2846804,0.05939901,-0.929913,1654779648781,1654779519762
6,7,0.03689262,1.21742,1.023796,0.04120396,1.214183,1.026021,0.159772,-0.2111963,-0.01752666,0.9641379,0.189126,-0.2830386,0.06659427,0.9379157,1654779651258,1654779522240
7,7,0.07159369,1.201078,0.9090847,0.07134902,1.20129,0.9109794,0.02993972,-0.2080353,-0.2918577,0.9330831,-0.04492272,0.2878253,0.2034659,-0.9347408,1654779653987,1654779524954
8,7,0.2932878,1.204942,1.055811,0.301844,1.210459,1.065075,-0.1156233,-0.2389484,0.1108476,0.9577305,-0.08094388,-0.2799034,0.2107007,0.9331171,1654779656772,1654779527725
9,7,0.2632282,0.9084135,1.047276,0.2689536,0.9092414,1.055087,-0.04317288,-0.2304399,-0.09312624,0.9676575,0.01841129,0.2907879,-0.003664702,-0.9566035,1654779658651,1654779529614
10,7,0.1496246,0.9178515,1.149037,0.1529503,0.9200419,1.157531,0.03240604,-0.2103067,-0.2921263,0.9324072,-0.04496349,0.2879266,0.2035027,-0.9346997,1654779660364,1654779531323
11,7,0.046278,0.920195,1.080212,0.0511162,0.9220256,1.089218,-0.116561,-0.2419494,0.11239,0.9566831,0.08092314,0.279906,-0.210656,-0.9331282,1654779664053,1654779535013
12,7,0.07857682,0.9041638,0.9685899,0.08052869,0.9092922,0.9770276,-0.2449747,-0.2392928,-0.1629547,0.9252957,0.2250671,0.2846957,0.05932365,-0.9299323,1654779667116,1654779538063
