Unity ID,Robot ID,Unity x Position,Unity y Position,Unity z Position,Robot x Position,Robot y Position,Robot z Position,Unity x Rotation,Unity y Rotation,Unity z Rotation,Unity w Rotation,Robot x Rotation,Robot y Rotation,Robot z Rotation,Robot w Rotation,Unity Time Stamp,Robot Time Stamp
0,0,0.1365139,0.9244704,1.066821,0.1363425,0.924709,1.065187,0.005466871,-0.5445102,-0.06184014,0.8364536,0.004113555,0.0665862,0.03200811,0.9972587,1654783721808,1654783593025
1,1,0.1365025,0.9245064,1.066681,0.1363425,0.924709,1.065187,0.005460257,-0.5444965,-0.061833,0.8364632,0.004113555,0.0665862,0.03200811,0.9972587,1654783721834,1654783593062
2,2,0.1365128,0.9244923,1.066613,0.1363425,0.924709,1.065187,0.005452438,-0.5444924,-0.06182672,0.8364663,0.004113555,0.0665862,0.03200811,0.9972587,1654783721889,1654783593111
3,3,0.1365367,0.9244637,1.06661,0.1363341,0.9247089,1.065181,0.0054549,-0.5444553,-0.06182392,0.8364906,0.004144676,0.06653391,0.03196765,0.9972633,1654783721944,1654783593164
4,4,0.1365657,0.9244468,1.066517,0.1363363,0.9246983,1.065159,0.005522134,-0.5442834,-0.06197699,0.8365906,0.004137181,0.06643064,0.03189756,0.9972725,1654783721999,1654783593215
5,5,0.1366454,0.9243665,1.066491,0.1363768,0.9246569,1.065115,0.005567535,-0.5440208,-0.06229389,0.8367376,0.004171692,0.06616664,0.03160673,0.9972992,1654783722055,1654783593266
6,6,0.1367935,0.9242982,1.066259,0.1364817,0.9245825,1.064971,0.005831646,-0.5433685,-0.06296299,0.8371096,0.004373945,0.06548347,0.03093302,0.9973645,1654783722097,1654783593316
7,7,0.1371306,0.9240207,1.065693,0.1366392,0.9244245,1.064708,0.006305661,-0.5413491,-0.06499181,0.8382586,0.004782364,0.06427044,0.02965516,0.9974803,1654783722152,1654783593367
8,8,0.1375064,0.9238381,1.064942,0.1369782,0.9241906,1.064255,0.007440491,-0.5394839,-0.06757171,0.8392472,0.005402744,0.06201835,0.02751955,0.997681,1654783722194,1654783593416
9,9,0.1379533,0.9231254,1.063512,0.1373587,0.9237537,1.063704,0.007989554,-0.5353229,-0.07300568,0.8414486,0.006121427,0.05891457,0.02414608,0.9979522,1654783722250,1654783593467
10,10,0.1388987,0.9226242,1.061935,0.1379587,0.9233291,1.062901,0.008853183,-0.5300254,-0.07815333,0.8443263,0.007223211,0.05488458,0.02005412,0.9982653,1654783722306,1654783593519
11,11,0.1392443,0.9219745,1.060757,0.1386792,0.9227193,1.061931,0.01143307,-0.5284796,-0.08298642,0.8448029,0.008571632,0.05004036,0.01539974,0.9985917,1654783722347,1654783593570
12,12,0.1401043,0.9214832,1.059205,0.1392902,0.9221516,1.061021,0.0116306,-0.5220105,-0.08751433,0.8483579,0.009716429,0.04530109,0.01043838,0.9988716,1654783722402,1654783593621
13,13,0.1406251,0.920852,1.058451,0.139983,0.9215121,1.060058,0.01295146,-0.5191029,-0.09254665,0.8495879,0.01099715,0.04047342,0.005468786,0.9991052,1654783722445,1654783593671
14,14,0.1413931,0.9202161,1.057567,0.1407403,0.9209231,1.059124,0.01420527,-0.514628,-0.09708583,0.8517808,0.01217545,0.03556447,0.0005679429,0.9992931,1654783722501,1654783593722
15,15,0.1421649,0.9196842,1.056249,0.1415132,0.9203624,1.058126,0.01511317,-0.5101338,-0.1033102,0.8537342,0.01366907,0.03055632,-0.004521981,0.9994293,1654783722556,1654783593772
16,16,0.1427437,0.9192739,1.055359,0.1421803,0.9198551,1.057238,0.01528128,-0.5058492,-0.107086,0.8558128,0.01472698,0.02582912,-0.009403244,0.9995136,1654783722598,1654783593824
17,17,0.143644,0.9185148,1.054279,0.1429265,0.9193256,1.056283,0.0172083,-0.500712,-0.1123557,0.8581187,0.01602774,0.02085578,-0.01446429,0.9995494,1654783722653,1654783593875
18,18,0.1446648,0.9178183,1.053655,0.1437048,0.9188046,1.055276,0.01823535,-0.4961103,-0.1175899,0.8600667,0.01746862,0.01568796,-0.01983322,0.9995276,1654783722710,1654783593927
19,19,0.145353,0.9171559,1.052308,0.144539,0.9182341,1.054294,0.01938075,-0.4895219,-0.1230875,0.8630424,0.01876793,0.01074423,-0.02479601,0.9994587,1654783722766,1654783593979
20,20,0.145845,0.9166529,1.051409,0.1453052,0.9177352,1.053362,0.02051568,-0.4864773,-0.1281057,0.8640069,0.01991916,0.005770147,-0.02989569,0.9993379,1654783722807,1654783594029
21,21,0.146667,0.9161596,1.050355,0.1460628,0.9172062,1.052426,0.02204181,-0.4811317,-0.1321452,0.866351,0.0211287,0.0007083714,-0.0349966,0.9991639,1654783722862,1654783594079
22,22,0.1475284,0.9156657,1.049381,0.1469063,0.9166768,1.051485,0.02220445,-0.4768048,-0.1362337,0.868104,0.02240093,-0.004291862,-0.04009686,0.9989355,1654783722904,1654783594129
23,23,0.1487416,0.9152703,1.048304,0.1477467,0.916127,1.05053,0.0242558,-0.4714686,-0.1420156,0.8700348,0.0236681,-0.009574324,-0.04559214,0.9986339,1654783722960,1654783594181
